origin.population,ECM.component,ECM.value,receiving.population,ECM.receptor,receptor.value,target.gene,target.value,TF,TF.value,annotation
7,THBS1,1,3,ITGB1,0.259,ACTB,0.241,SRF,1,a4b1 complex is enriched in the population
7,THBS1,1,3,ITGB1,0.259,MALAT1,0.158,ZEB1,0.295,a4b1 complex is enriched in the population
7,THBS1,1,3,ITGB1,0.259,FAU,0.021,THAP7,0.308,a4b1 complex is enriched in the population
7,THBS1,1,3,ITGB1,0.259,CCL5,1,PBX4,0.01,a4b1 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,ACTB,0.241,SRF,1,a4b7 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,EEF1A1,0.01,MYNN,0.146,a4b7 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,TMSB4X,0.143,MAF,0.286,a4b7 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,MALAT1,0.158,ZEB1,0.295,a4b7 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,FAU,0.021,THAP7,0.308,a4b7 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,MT-CO1,0.027,ZBTB20,0.075,a4b7 complex is enriched in the population
7,THBS1,1,3,ITGB7,0.437,CCL5,1,PBX4,0.01,a4b7 complex is enriched in the population
7,THBS1,1,6,CD47,0.205,GZMA,0.354,SP140,0.319,
7,THBS1,1,6,CD47,0.205,CCL5,1,TGFB1,1,
7,THBS1,1,6,CD47,0.205,ACTB,0.3,TGFB1,1,
7,THBS1,1,6,CD47,0.205,MALAT1,0.216,MYNN,0.19,
7,THBS1,1,6,CD47,0.205,EEF1A1,0.01,CREBL2,0.01,
7,THBS1,1,6,CD47,0.205,TMSB10,0.087,SOX4,0.01,
7,THBS1,1,6,CD47,0.205,TMSB4X,0.271,MAF,0.21,
1,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
4,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
6,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
4,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
7,SRGN,0.01,6,GZMB,1,ACTB,0.3,TGFB1,1,
3,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
6,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
1,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
7,SRGN,0.01,6,GZMB,1,CCL5,1,TGFB1,1,
3,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
7,SRGN,0.01,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
7,SRGN,0.01,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
3,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
6,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
1,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
0,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
5,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
0,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
4,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
6,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
7,SRGN,0.01,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
5,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
7,SRGN,0.01,6,GZMB,1,GZMA,0.354,SP140,0.319,
2,SRGN,0.505,6,GZMB,1,ACTB,0.3,TGFB1,1,
3,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
6,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
0,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
4,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
2,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
5,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
4,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
3,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
2,SRGN,0.505,6,GZMB,1,CCL5,1,TGFB1,1,
5,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
0,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
4,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
2,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
2,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
3,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
0,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
6,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
0,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
5,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
5,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
4,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
2,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
1,SRGN,0.505,6,GZMB,1,EEF1A1,0.01,CREBL2,0.01,
1,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
0,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
6,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
1,SRGN,0.505,6,GZMB,1,GZMA,0.354,SP140,0.319,
7,SRGN,0.01,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
2,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
5,SRGN,0.505,6,GZMB,1,MALAT1,0.216,MYNN,0.19,
1,SRGN,0.505,6,GZMB,1,TMSB10,0.087,SOX4,0.01,
3,SRGN,0.505,6,GZMB,1,TMSB4X,0.271,MAF,0.21,
7,THBS1,1,6,ITGA4,0.433,MALAT1,0.216,MYNN,0.19,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,MALAT1,0.216,MYNN,0.19,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,GZMA,0.354,SP140,0.319,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,GZMA,0.354,SP140,0.319,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,ACTB,0.3,TGFB1,1,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,ACTB,0.3,TGFB1,1,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,TMSB10,0.087,SOX4,0.01,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,TMSB10,0.087,SOX4,0.01,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,CCL5,1,TGFB1,1,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,CCL5,1,TGFB1,1,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,EEF1A1,0.01,CREBL2,0.01,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,EEF1A1,0.01,CREBL2,0.01,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,TMSB4X,0.271,MAF,0.21,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGA4,0.433,TMSB4X,0.271,MAF,0.21,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGAM,0.195,ACTB,0.3,TGFB1,1,
7,THBS1,1,6,ITGAM,0.195,TMSB10,0.087,SOX4,0.01,
7,THBS1,1,6,ITGAM,0.195,EEF1A1,0.01,CREBL2,0.01,
7,THBS1,1,6,ITGAM,0.195,GZMA,0.354,SP140,0.319,
7,THBS1,1,6,ITGAM,0.195,CCL5,1,TGFB1,1,
7,THBS1,1,6,ITGAM,0.195,MALAT1,0.216,MYNN,0.19,
7,THBS1,1,6,ITGAM,0.195,TMSB4X,0.271,MAF,0.21,
7,THBS1,1,6,ITGB1,0.193,ACTB,0.3,TGFB1,1,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB1,0.193,TMSB4X,0.271,MAF,0.21,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB1,0.193,EEF1A1,0.01,CREBL2,0.01,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB1,0.193,GZMA,0.354,SP140,0.319,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB1,0.193,MALAT1,0.216,MYNN,0.19,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB1,0.193,CCL5,1,TGFB1,1,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB1,0.193,TMSB10,0.087,SOX4,0.01,a4b1 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,MALAT1,0.216,MYNN,0.19,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,EEF1A1,0.01,CREBL2,0.01,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,TMSB4X,0.271,MAF,0.21,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,TMSB10,0.087,SOX4,0.01,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,CCL5,1,TGFB1,1,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,GZMA,0.354,SP140,0.319,a4b7 complex is enriched in the population
7,THBS1,1,6,ITGB7,0.01,ACTB,0.3,TGFB1,1,a4b7 complex is enriched in the population
