origin.population,ECM.component,ECM.value,receiving.population,ECM.receptor,receptor.value,target.gene,target.value,TF,TF.value,annotation
3,SRGN,1,2,GZMB,0.505,TPT1,0.053,GTF3A,0.55,
8,SRGN,1,2,GZMB,0.505,TPT1,0.053,GTF3A,0.55,
5,SRGN,1,2,GZMB,0.505,TPT1,0.053,GTF3A,0.55,
2,SRGN,0.505,2,GZMB,0.505,TPT1,0.053,GTF3A,0.55,
4,SRGN,0.505,2,GZMB,0.505,TPT1,0.053,GTF3A,0.55,
7,THBS1,0.01,4,CD47,0.447,RPL13,0.019,HMG20B,0.219,
8,THBS1,0.01,4,CD47,0.447,CCL5,0.019,SP140,0.113,
5,THBS1,0.01,4,CD47,0.447,CCL5,0.019,SP140,0.113,
7,THBS1,0.01,4,CD47,0.447,CCL5,0.019,SP140,0.113,
3,THBS1,0.01,4,CD47,0.447,CCL5,0.019,SP140,0.113,
3,THBS1,0.01,4,CD47,0.447,MALAT1,1,ZEB1,0.856,
5,THBS1,0.01,4,CD47,0.447,MALAT1,1,ZEB1,0.856,
7,THBS1,0.01,4,CD47,0.447,MALAT1,1,ZEB1,0.856,
8,THBS1,0.01,4,CD47,0.447,MALAT1,1,ZEB1,0.856,
5,THBS1,0.01,4,CD47,0.447,RPL13,0.019,HMG20B,0.219,
8,THBS1,0.01,4,CD47,0.447,RPL13,0.019,HMG20B,0.219,
3,THBS1,0.01,4,CD47,0.447,TMSB4X,0.203,MAF,1,
3,THBS1,0.01,4,CD47,0.447,RPL13,0.019,HMG20B,0.219,
3,THBS1,0.01,4,CD47,0.447,RPLP1,0.01,THAP4,0.01,
7,THBS1,0.01,4,CD47,0.447,RPLP1,0.01,THAP4,0.01,
8,THBS1,0.01,4,CD47,0.447,TMSB4X,0.203,MAF,1,
5,THBS1,0.01,4,CD47,0.447,RPLP1,0.01,THAP4,0.01,
8,THBS1,0.01,4,CD47,0.447,RPLP1,0.01,THAP4,0.01,
5,THBS1,0.01,4,CD47,0.447,RPS24,0.154,RREB1,0.014,
3,THBS1,0.01,4,CD47,0.447,RPS24,0.154,RREB1,0.014,
7,THBS1,0.01,4,CD47,0.447,RPS24,0.154,RREB1,0.014,
3,THBS1,0.01,4,CD47,0.447,TPT1,0.18,GTF3A,0.379,
8,THBS1,0.01,4,CD47,0.447,RPS24,0.154,RREB1,0.014,
5,THBS1,0.01,4,CD47,0.447,TMSB4X,0.203,MAF,1,
7,THBS1,0.01,4,CD47,0.447,TMSB4X,0.203,MAF,1,
8,THBS1,0.01,4,CD47,0.447,TPT1,0.18,GTF3A,0.379,
7,THBS1,0.01,4,CD47,0.447,TPT1,0.18,GTF3A,0.379,
5,THBS1,0.01,4,CD47,0.447,TPT1,0.18,GTF3A,0.379,
7,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGA4,0.647,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGA4,0.647,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGA4,0.647,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,TMSB4X,0.203,MAF,1,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,RPL13,0.019,HMG20B,0.219,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,RPLP1,0.01,THAP4,0.01,a4b1 complex is enriched in the population
7,THBS1,0.01,4,ITGB1,1,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
3,THBS1,0.01,4,ITGB1,1,CCL5,0.019,SP140,0.113,a4b1 complex is enriched in the population
8,THBS1,0.01,4,ITGB1,1,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,MALAT1,1,ZEB1,0.856,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,RPS24,0.154,RREB1,0.014,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB1,1,TPT1,0.18,GTF3A,0.379,a4b1 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,RPL13,0.019,HMG20B,0.219,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,TMSB4X,0.203,MAF,1,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
8,THBS1,0.01,4,ITGB7,0.01,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,TPT1,0.18,GTF3A,0.379,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,MALAT1,1,ZEB1,0.856,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
3,THBS1,0.01,4,ITGB7,0.01,RPLP1,0.01,THAP4,0.01,a4b7 complex is enriched in the population
7,THBS1,0.01,4,ITGB7,0.01,CCL5,0.019,SP140,0.113,a4b7 complex is enriched in the population
5,THBS1,0.01,4,ITGB7,0.01,RPS24,0.154,RREB1,0.014,a4b7 complex is enriched in the population
7,THBS1,0.01,5,CD47,0.972,ACTB,0.01,NFYA,0.088,
8,THBS1,0.01,5,CD47,0.972,ACTB,0.01,NFYA,0.088,
8,THBS1,0.01,5,CD47,0.972,CD74,0.241,BATF3,0.183,
7,THBS1,0.01,5,CD47,0.972,CD74,0.241,BATF3,0.183,
5,THBS1,0.01,5,CD47,0.972,CD74,0.241,BATF3,0.183,
7,THBS1,0.01,5,CD47,0.972,FAU,0.088,THAP7,0.01,
8,THBS1,0.01,5,CD47,0.972,MALAT1,0.333,CEBPZ,1,
5,THBS1,0.01,5,CD47,0.972,FAU,0.088,THAP7,0.01,
3,THBS1,0.01,5,CD47,0.972,FAU,0.088,THAP7,0.01,
3,THBS1,0.01,5,CD47,0.972,MALAT1,0.333,CEBPZ,1,
8,THBS1,0.01,5,CD47,0.972,TMSB4X,1,BACH2,0.099,
7,THBS1,0.01,5,CD47,0.972,TPT1,0.106,ZBTB17,0.011,
7,THBS1,0.01,5,CD47,0.972,MALAT1,0.333,CEBPZ,1,
3,THBS1,0.01,5,CD47,0.972,TPT1,0.106,ZBTB17,0.011,
8,THBS1,0.01,5,CD47,0.972,FAU,0.088,THAP7,0.01,
7,THBS1,0.01,5,CD47,0.972,TMSB4X,1,BACH2,0.099,
3,THBS1,0.01,5,CD47,0.972,TMSB4X,1,BACH2,0.099,
8,THBS1,0.01,5,CD47,0.972,TPT1,0.106,ZBTB17,0.011,
3,THBS1,0.01,5,CD47,0.972,CD74,0.241,BATF3,0.183,
5,THBS1,0.01,5,CD47,0.972,TMSB4X,1,BACH2,0.099,
5,THBS1,0.01,5,CD47,0.972,MALAT1,0.333,CEBPZ,1,
3,THBS1,0.01,5,CD47,0.972,ACTB,0.01,NFYA,0.088,
5,THBS1,0.01,5,CD47,0.972,ACTB,0.01,NFYA,0.088,
5,THBS1,0.01,5,CD47,0.972,TPT1,0.106,ZBTB17,0.011,
5,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b7 complex is enriched in the population
5,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b1 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b7 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b1 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,TPT1,0.106,ZBTB17,0.011,a4b7 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,TPT1,0.106,ZBTB17,0.011,a4b1 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,CD74,0.241,BATF3,0.183,a4b7 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,CD74,0.241,BATF3,0.183,a4b1 complex is enriched in the population
5,THBS1,0.01,5,ITGA4,1,CD74,0.241,BATF3,0.183,a4b7 complex is enriched in the population
5,THBS1,0.01,5,ITGA4,1,CD74,0.241,BATF3,0.183,a4b1 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b7 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b1 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,CD74,0.241,BATF3,0.183,a4b7 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,CD74,0.241,BATF3,0.183,a4b1 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,FAU,0.088,THAP7,0.01,a4b7 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,FAU,0.088,THAP7,0.01,a4b1 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,FAU,0.088,THAP7,0.01,a4b7 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,FAU,0.088,THAP7,0.01,a4b1 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b7 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,MALAT1,0.333,CEBPZ,1,a4b1 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,TMSB4X,1,BACH2,0.099,a4b7 complex is enriched in the population
8,THBS1,0.01,5,ITGA4,1,TMSB4X,1,BACH2,0.099,a4b1 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,FAU,0.088,THAP7,0.01,a4b7 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,FAU,0.088,THAP7,0.01,a4b1 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,ACTB,0.01,NFYA,0.088,a4b7 complex is enriched in the population
7,THBS1,0.01,5,ITGA4,1,ACTB,0.01,NFYA,0.088,a4b1 complex is enriched in the population
5,THBS1,0.01,5,ITGA4,1,ACTB,0.01,NFYA,0.088,a4b7 complex is enriched in the population
5,THBS1,0.01,5,ITGA4,1,ACTB,0.01,NFYA,0.088,a4b1 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,TPT1,0.106,ZBTB17,0.011,a4b7 complex is enriched in the population
3,THBS1,0.01,5,ITGA4,1,TPT1,0.106,ZBTB17,0.011,a4b1 complex is enriched in the population
