origin.population,ECM.component,ECM.value,receiving.population,ECM.receptor,receptor.value,target.gene,target.value,TF,TF.value,annotation
0,AGRN,1,0,NCAM1,0.335,SNAP25,1,POU3F3,1,
0,AGRN,1,0,PTPRS,1,ATP1B1,0.609,ESRRG,0.01,
0,AGRN,1,0,PTPRS,1,DNM1,0.035,PRDM8,0.01,
0,AGRN,1,0,PTPRS,1,RTN1,0.01,RORB,0.01,
0,AGRN,1,0,PTPRS,1,SLC17A7,0.216,EBF2,0.01,
0,AGRN,1,0,PTPRS,1,SNAP25,1,POU3F3,1,
0,SLIT2,0.454,0,ROBO2,0.268,ATP1B1,0.609,ESRRG,0.01,
0,SLIT2,0.454,0,ROBO2,0.268,DNM1,0.035,PRDM8,0.01,
0,SLIT2,0.454,0,ROBO2,0.268,RTN1,0.01,RORB,0.01,
0,SLIT2,0.454,0,ROBO2,0.268,SLC17A7,0.216,EBF2,0.01,
0,SLIT2,0.454,0,ROBO2,0.268,SNAP25,1,POU3F3,1,
1,AGRN,0.01,1,DAG1,0.01,ATP1B1,0.326,ESRRG,0.01,
1,AGRN,0.01,1,DAG1,0.01,GPM6A,0.01,PEG3,1,
1,AGRN,0.01,1,DAG1,0.01,MBP,0.368,POU3F1,0.01,
1,AGRN,0.01,1,DAG1,0.01,SLC17A7,0.48,NR4A2,0.019,
1,AGRN,0.01,1,DAG1,0.01,SNAP25,1,POU3F3,0.01,
1,SLIT1,1,1,GPC1,0.128,ATP1B1,0.326,ESRRG,0.01,
1,SLIT1,1,1,GPC1,0.128,GPM6A,0.01,PEG3,1,
1,SLIT1,1,1,GPC1,0.128,MBP,0.368,POU3F1,0.01,
1,SLIT1,1,1,GPC1,0.128,SLC17A7,0.48,NR4A2,0.019,
1,SLIT1,1,1,GPC1,0.128,SNAP25,1,POU3F3,0.01,
1,AGRN,0.01,1,ITGAV,0.121,ATP1B1,0.326,ESRRG,0.01,
1,AGRN,0.01,1,ITGAV,0.121,GPM6A,0.01,PEG3,1,
1,AGRN,0.01,1,ITGAV,0.121,MBP,0.368,POU3F1,0.01,
1,AGRN,0.01,1,ITGAV,0.121,SLC17A7,0.48,NR4A2,0.019,
1,AGRN,0.01,1,ITGAV,0.121,SNAP25,1,POU3F3,0.01,
1,AGRN,0.01,1,LRP1,0.072,ATP1B1,0.326,ESRRG,0.01,
1,AGRN,0.01,1,LRP1,0.072,GPM6A,0.01,PEG3,1,
1,AGRN,0.01,1,LRP1,0.072,MBP,0.368,POU3F1,0.01,
1,AGRN,0.01,1,LRP1,0.072,SLC17A7,0.48,NR4A2,0.019,
1,AGRN,0.01,1,LRP1,0.072,SNAP25,1,POU3F3,0.01,
1,AGRN,0.01,1,LRP8,0.235,ATP1B1,0.326,ESRRG,0.01,
1,AGRN,0.01,1,LRP8,0.235,GPM6A,0.01,PEG3,1,
1,AGRN,0.01,1,LRP8,0.235,MBP,0.368,POU3F1,0.01,
1,AGRN,0.01,1,LRP8,0.235,SLC17A7,0.48,NR4A2,0.019,
1,AGRN,0.01,1,LRP8,0.235,SNAP25,1,POU3F3,0.01,
1,AGRN,0.01,1,NCAM1,0.523,ATP1B1,0.326,ESRRG,0.01,
1,AGRN,0.01,1,NCAM1,0.523,GPM6A,0.01,PEG3,1,
1,AGRN,0.01,1,NCAM1,0.523,MBP,0.368,POU3F1,0.01,
1,AGRN,0.01,1,NCAM1,0.523,SLC17A7,0.48,NR4A2,0.019,
1,AGRN,0.01,1,NCAM1,0.523,SNAP25,1,POU3F3,0.01,
1,AGRN,0.01,1,PTPRS,1,ATP1B1,0.326,ESRRG,0.01,
1,AGRN,0.01,1,PTPRS,1,GPM6A,0.01,PEG3,1,
1,AGRN,0.01,1,PTPRS,1,MBP,0.368,POU3F1,0.01,
1,AGRN,0.01,1,PTPRS,1,SLC17A7,0.48,NR4A2,0.019,
1,AGRN,0.01,1,PTPRS,1,SNAP25,1,POU3F3,0.01,
10,AGRN,0.505,10,DAG1,0.01,CST3,0.106,JDP2,0.01,
10,AGRN,0.505,10,DAG1,0.01,MBP,1,POU3F1,0.01,
10,AGRN,0.505,10,DAG1,0.01,MOBP,0.322,POU3F3,0.04,
10,AGRN,0.505,10,DAG1,0.01,PLP1,0.401,POU3F3,0.04,
10,AGRN,0.505,10,DAG1,0.01,SLC1A2,0.01,OLIG1,1,
10,AGRN,0.505,10,ITGAV,0.216,CST3,0.106,JDP2,0.01,
10,AGRN,0.505,10,ITGAV,0.216,MBP,1,POU3F1,0.01,
10,AGRN,0.505,10,ITGAV,0.216,MOBP,0.322,POU3F3,0.04,
10,AGRN,0.505,10,ITGAV,0.216,PLP1,0.401,POU3F3,0.04,
10,AGRN,0.505,10,ITGAV,0.216,SLC1A2,0.01,OLIG1,1,
10,AGRN,0.505,10,LRP1,0.039,CST3,0.106,JDP2,0.01,
10,AGRN,0.505,10,LRP1,0.039,MBP,1,POU3F1,0.01,
10,AGRN,0.505,10,LRP1,0.039,MOBP,0.322,POU3F3,0.04,
10,AGRN,0.505,10,LRP1,0.039,PLP1,0.401,POU3F3,0.04,
10,AGRN,0.505,10,LRP1,0.039,SLC1A2,0.01,OLIG1,1,
10,AGRN,0.505,10,LRP8,0.268,CST3,0.106,JDP2,0.01,
10,AGRN,0.505,10,LRP8,0.268,MBP,1,POU3F1,0.01,
10,AGRN,0.505,10,LRP8,0.268,MOBP,0.322,POU3F3,0.04,
10,AGRN,0.505,10,LRP8,0.268,PLP1,0.401,POU3F3,0.04,
10,AGRN,0.505,10,LRP8,0.268,SLC1A2,0.01,OLIG1,1,
10,AGRN,0.505,10,NCAM1,0.919,CST3,0.106,JDP2,0.01,
10,AGRN,0.505,10,NCAM1,0.919,MBP,1,POU3F1,0.01,
10,AGRN,0.505,10,NCAM1,0.919,MOBP,0.322,POU3F3,0.04,
10,AGRN,0.505,10,NCAM1,0.919,PLP1,0.401,POU3F3,0.04,
10,AGRN,0.505,10,NCAM1,0.919,SLC1A2,0.01,OLIG1,1,
10,AGRN,0.505,10,PTPRS,1,CST3,0.106,JDP2,0.01,
10,AGRN,0.505,10,PTPRS,1,MBP,1,POU3F1,0.01,
10,AGRN,0.505,10,PTPRS,1,MOBP,0.322,POU3F3,0.04,
10,AGRN,0.505,10,PTPRS,1,PLP1,0.401,POU3F3,0.04,
10,AGRN,0.505,10,PTPRS,1,SLC1A2,0.01,OLIG1,1,
11,AGRN,0.056,11,DAG1,0.01,MAL,0.01,POU3F1,0.051,
11,AGRN,0.056,11,DAG1,0.01,PLEKHB1,0.988,DLX1,0.01,
11,AGRN,0.056,11,DAG1,0.01,TMSB4X,1,MAF,1,
11,SLIT1,0.01,11,GPC1,0.071,MAL,0.01,POU3F1,0.051,
11,SLIT1,0.01,11,GPC1,0.071,PLEKHB1,0.988,DLX1,0.01,
11,SLIT1,0.01,11,GPC1,0.071,TMSB4X,1,MAF,1,
11,AGRN,0.056,11,ITGAV,0.258,MAL,0.01,POU3F1,0.051,aVb1 complex is enriched in the population
11,AGRN,0.056,11,ITGAV,0.258,PLEKHB1,0.988,DLX1,0.01,aVb1 complex is enriched in the population
11,AGRN,0.056,11,ITGAV,0.258,TMSB4X,1,MAF,1,aVb1 complex is enriched in the population
11,AGRN,0.056,11,ITGB1,0.054,MAL,0.01,POU3F1,0.051,aVb1 complex is enriched in the population
11,AGRN,0.056,11,ITGB1,0.054,TMSB4X,1,MAF,1,aVb1 complex is enriched in the population
11,AGRN,0.056,11,ITGB1,0.054,PLEKHB1,0.988,DLX1,0.01,aVb1 complex is enriched in the population
11,AGRN,0.056,11,LRP1,0.072,MAL,0.01,POU3F1,0.051,
11,AGRN,0.056,11,LRP1,0.072,PLEKHB1,0.988,DLX1,0.01,
11,AGRN,0.056,11,LRP1,0.072,TMSB4X,1,MAF,1,
11,AGRN,0.056,11,LRP8,0.171,MAL,0.01,POU3F1,0.051,
11,AGRN,0.056,11,LRP8,0.171,PLEKHB1,0.988,DLX1,0.01,
11,AGRN,0.056,11,LRP8,0.171,TMSB4X,1,MAF,1,
11,GAS6,0.32,11,MERTK,0.045,MAL,0.01,POU3F1,0.051,
11,GAS6,0.32,11,MERTK,0.045,PLEKHB1,0.988,DLX1,0.01,
11,GAS6,0.32,11,MERTK,0.045,TMSB4X,1,MAF,1,
11,AGRN,0.056,11,NCAM1,1,MAL,0.01,POU3F1,0.051,
11,AGRN,0.056,11,NCAM1,1,PLEKHB1,0.988,DLX1,0.01,
11,AGRN,0.056,11,NCAM1,1,TMSB4X,1,MAF,1,
11,AGRN,0.056,11,PTPRS,0.584,MAL,0.01,POU3F1,0.051,
11,AGRN,0.056,11,PTPRS,0.584,PLEKHB1,0.988,DLX1,0.01,
11,AGRN,0.056,11,PTPRS,0.584,TMSB4X,1,MAF,1,
11,SPARC,1,11,TBC1D14,0.231,MAL,0.01,POU3F1,0.051,
11,SPARC,1,11,TBC1D14,0.231,PLEKHB1,0.988,DLX1,0.01,
11,SPARC,1,11,TBC1D14,0.231,TMSB4X,1,MAF,1,
11,GAS6,0.32,11,TYRO3,0.037,MAL,0.01,POU3F1,0.051,
11,GAS6,0.32,11,TYRO3,0.037,PLEKHB1,0.988,DLX1,0.01,
11,GAS6,0.32,11,TYRO3,0.037,TMSB4X,1,MAF,1,
12,AGRN,1,12,DAG1,0.017,CST3,0.177,ZFPM1,0.01,
12,AGRN,1,12,DAG1,0.017,FTH1,0.865,ZFPM1,0.01,
12,AGRN,1,12,DAG1,0.017,MBP,1,NFIB,0.01,
12,AGRN,1,12,DAG1,0.017,MOBP,0.013,NEUROD2,0.01,
12,AGRN,1,12,DAG1,0.017,PLP1,0.172,TBR1,0.01,
12,AGRN,1,12,DAG1,0.017,TMSB4X,0.01,MEF2C,1,
12,SLIT1,0.01,12,GPC1,0.127,CST3,0.177,ZFPM1,0.01,
12,SLIT2,0.821,12,GPC1,0.127,CST3,0.177,ZFPM1,0.01,
12,SLIT1,0.01,12,GPC1,0.127,FTH1,0.865,ZFPM1,0.01,
12,SLIT2,0.821,12,GPC1,0.127,FTH1,0.865,ZFPM1,0.01,
12,SLIT1,0.01,12,GPC1,0.127,MBP,1,NFIB,0.01,
12,SLIT2,0.821,12,GPC1,0.127,MBP,1,NFIB,0.01,
12,SLIT1,0.01,12,GPC1,0.127,MOBP,0.013,NEUROD2,0.01,
12,SLIT2,0.821,12,GPC1,0.127,MOBP,0.013,NEUROD2,0.01,
12,SLIT1,0.01,12,GPC1,0.127,PLP1,0.172,TBR1,0.01,
12,SLIT2,0.821,12,GPC1,0.127,PLP1,0.172,TBR1,0.01,
12,SLIT2,0.821,12,GPC1,0.127,TMSB4X,0.01,MEF2C,1,
12,SLIT1,0.01,12,GPC1,0.127,TMSB4X,0.01,MEF2C,1,
12,AGRN,1,12,ITGAV,0.258,CST3,0.177,ZFPM1,0.01,
12,AGRN,1,12,ITGAV,0.258,FTH1,0.865,ZFPM1,0.01,
12,AGRN,1,12,ITGAV,0.258,MBP,1,NFIB,0.01,
12,AGRN,1,12,ITGAV,0.258,MOBP,0.013,NEUROD2,0.01,
12,AGRN,1,12,ITGAV,0.258,PLP1,0.172,TBR1,0.01,
12,AGRN,1,12,ITGAV,0.258,TMSB4X,0.01,MEF2C,1,
12,AGRN,1,12,LRP1,0.014,CST3,0.177,ZFPM1,0.01,
12,AGRN,1,12,LRP1,0.014,FTH1,0.865,ZFPM1,0.01,
12,AGRN,1,12,LRP1,0.014,MBP,1,NFIB,0.01,
12,AGRN,1,12,LRP1,0.014,MOBP,0.013,NEUROD2,0.01,
12,AGRN,1,12,LRP1,0.014,PLP1,0.172,TBR1,0.01,
12,AGRN,1,12,LRP1,0.014,TMSB4X,0.01,MEF2C,1,
12,AGRN,1,12,LRP8,0.091,CST3,0.177,ZFPM1,0.01,
12,AGRN,1,12,LRP8,0.091,FTH1,0.865,ZFPM1,0.01,
12,AGRN,1,12,LRP8,0.091,MBP,1,NFIB,0.01,
12,AGRN,1,12,LRP8,0.091,MOBP,0.013,NEUROD2,0.01,
12,AGRN,1,12,LRP8,0.091,PLP1,0.172,TBR1,0.01,
12,AGRN,1,12,LRP8,0.091,TMSB4X,0.01,MEF2C,1,
12,AGRN,1,12,NCAM1,0.759,CST3,0.177,ZFPM1,0.01,
12,AGRN,1,12,NCAM1,0.759,FTH1,0.865,ZFPM1,0.01,
12,AGRN,1,12,NCAM1,0.759,MBP,1,NFIB,0.01,
12,AGRN,1,12,NCAM1,0.759,MOBP,0.013,NEUROD2,0.01,
12,AGRN,1,12,NCAM1,0.759,PLP1,0.172,TBR1,0.01,
12,AGRN,1,12,NCAM1,0.759,TMSB4X,0.01,MEF2C,1,
12,SLIT2,0.821,12,PTCH1,0.01,CST3,0.177,ZFPM1,0.01,
12,SLIT2,0.821,12,PTCH1,0.01,FTH1,0.865,ZFPM1,0.01,
12,SLIT2,0.821,12,PTCH1,0.01,MBP,1,NFIB,0.01,
12,SLIT2,0.821,12,PTCH1,0.01,MOBP,0.013,NEUROD2,0.01,
12,SLIT2,0.821,12,PTCH1,0.01,PLP1,0.172,TBR1,0.01,
12,SLIT2,0.821,12,PTCH1,0.01,TMSB4X,0.01,MEF2C,1,
12,AGRN,1,12,PTPRS,1,CST3,0.177,ZFPM1,0.01,
12,AGRN,1,12,PTPRS,1,FTH1,0.865,ZFPM1,0.01,
12,AGRN,1,12,PTPRS,1,MBP,1,NFIB,0.01,
12,AGRN,1,12,PTPRS,1,MOBP,0.013,NEUROD2,0.01,
12,AGRN,1,12,PTPRS,1,PLP1,0.172,TBR1,0.01,
12,AGRN,1,12,PTPRS,1,TMSB4X,0.01,MEF2C,1,
12,SLIT1,0.01,12,ROBO1,0.042,CST3,0.177,ZFPM1,0.01,
12,SLIT2,0.821,12,ROBO1,0.042,CST3,0.177,ZFPM1,0.01,
12,SLIT1,0.01,12,ROBO1,0.042,FTH1,0.865,ZFPM1,0.01,
12,SLIT2,0.821,12,ROBO1,0.042,FTH1,0.865,ZFPM1,0.01,
12,SLIT1,0.01,12,ROBO1,0.042,MBP,1,NFIB,0.01,
12,SLIT2,0.821,12,ROBO1,0.042,MBP,1,NFIB,0.01,
12,SLIT1,0.01,12,ROBO1,0.042,MOBP,0.013,NEUROD2,0.01,
12,SLIT2,0.821,12,ROBO1,0.042,MOBP,0.013,NEUROD2,0.01,
12,SLIT1,0.01,12,ROBO1,0.042,PLP1,0.172,TBR1,0.01,
12,SLIT2,0.821,12,ROBO1,0.042,PLP1,0.172,TBR1,0.01,
12,SLIT2,0.821,12,ROBO1,0.042,TMSB4X,0.01,MEF2C,1,
12,SLIT1,0.01,12,ROBO1,0.042,TMSB4X,0.01,MEF2C,1,
12,SLIT2,0.821,12,ROBO2,0.198,CST3,0.177,ZFPM1,0.01,
12,SLIT2,0.821,12,ROBO2,0.198,FTH1,0.865,ZFPM1,0.01,
12,SLIT2,0.821,12,ROBO2,0.198,MBP,1,NFIB,0.01,
12,SLIT2,0.821,12,ROBO2,0.198,MOBP,0.013,NEUROD2,0.01,
12,SLIT2,0.821,12,ROBO2,0.198,PLP1,0.172,TBR1,0.01,
12,SLIT2,0.821,12,ROBO2,0.198,TMSB4X,0.01,MEF2C,1,
13,FBN1,0.01,13,CLSTN1,0.487,APOE,0.01,ESRRG,1,
13,FBN1,0.01,13,CLSTN1,0.487,BSG,1,RREB1,0.01,
13,LAMB1,1,13,DAG1,0.094,APOE,0.01,ESRRG,1,
13,LAMA5,0.569,13,DAG1,0.094,APOE,0.01,ESRRG,1,
13,LAMB1,1,13,DAG1,0.094,BSG,1,RREB1,0.01,
13,LAMA5,0.569,13,DAG1,0.094,BSG,1,RREB1,0.01,
13,COL1A1,0.178,13,DDR1,0.669,APOE,0.01,ESRRG,1,
13,COL1A1,0.178,13,DDR1,0.669,BSG,1,RREB1,0.01,
13,FBN1,0.01,13,FBN1,0.018,APOE,0.01,ESRRG,1,
13,FBN1,0.01,13,FBN1,0.018,BSG,1,RREB1,0.01,
13,COL18A1,0.059,13,FLT1,0.01,APOE,0.01,ESRRG,1,FLT1 complex is enriched in the population
13,COL18A1,0.059,13,FLT1,0.01,BSG,1,RREB1,0.01,FLT1 complex is enriched in the population
13,LAMA5,0.569,13,ITGA3,0.094,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,LAMA5,0.569,13,ITGA3,0.094,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,COL18A1,0.059,13,ITGA3,0.094,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,COL18A1,0.059,13,ITGA3,0.094,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,LAMB1,1,13,ITGA3,0.094,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,LAMB1,1,13,ITGA3,0.094,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,COL1A1,0.178,13,ITGA3,0.094,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,COL1A1,0.178,13,ITGA3,0.094,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,LAMA5,0.569,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,LAMA5,0.569,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,LAMA5,0.569,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,COL1A1,0.178,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,COL1A1,0.178,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,COL1A1,0.178,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,FBN1,0.01,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,FBN1,0.01,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,FBN1,0.01,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,LAMB1,1,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,LAMB1,1,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,LAMB1,1,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,COL1A1,0.178,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,COL1A1,0.178,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,COL1A1,0.178,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,COL18A1,0.059,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,COL18A1,0.059,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,COL18A1,0.059,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,FBN1,0.01,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,FBN1,0.01,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,FBN1,0.01,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,LAMB1,1,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,LAMB1,1,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,LAMB1,1,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,LAMA5,0.569,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,LAMA5,0.569,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,LAMA5,0.569,13,ITGAV,0.096,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,COL18A1,0.059,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,COL18A1,0.059,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,COL18A1,0.059,13,ITGAV,0.096,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,LAMA5,0.569,13,ITGB1,0.092,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,LAMA5,0.569,13,ITGB1,0.092,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,LAMB1,1,13,ITGB1,0.092,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,LAMB1,1,13,ITGB1,0.092,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,LAMB1,1,13,ITGB1,0.092,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,LAMB1,1,13,ITGB1,0.092,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,COL1A1,0.178,13,ITGB1,0.092,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,COL1A1,0.178,13,ITGB1,0.092,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,COL1A1,0.178,13,ITGB1,0.092,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,COL1A1,0.178,13,ITGB1,0.092,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,COL18A1,0.059,13,ITGB1,0.092,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,COL18A1,0.059,13,ITGB1,0.092,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,COL18A1,0.059,13,ITGB1,0.092,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,COL18A1,0.059,13,ITGB1,0.092,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,FBN1,0.01,13,ITGB1,0.092,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,FBN1,0.01,13,ITGB1,0.092,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,FBN1,0.01,13,ITGB1,0.092,BSG,1,RREB1,0.01,aVb1 complex is enriched in the population
13,FBN1,0.01,13,ITGB1,0.092,BSG,1,RREB1,0.01,a3b1 complex is enriched in the population
13,LAMA5,0.569,13,ITGB1,0.092,APOE,0.01,ESRRG,1,aVb1 complex is enriched in the population
13,LAMA5,0.569,13,ITGB1,0.092,APOE,0.01,ESRRG,1,a3b1 complex is enriched in the population
13,LAMA5,0.569,13,ITGB5,0.515,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,COL1A1,0.178,13,ITGB5,0.515,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,COL18A1,0.059,13,ITGB5,0.515,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,LAMA5,0.569,13,ITGB5,0.515,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,COL18A1,0.059,13,ITGB5,0.515,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,LAMB1,1,13,ITGB5,0.515,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,COL1A1,0.178,13,ITGB5,0.515,APOE,0.01,ESRRG,1,aVb5 complex is enriched in the population
13,LAMB1,1,13,ITGB5,0.515,BSG,1,RREB1,0.01,aVb5 complex is enriched in the population
13,COL1A1,0.178,13,ITGB8,0.704,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,LAMA5,0.569,13,ITGB8,0.704,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,LAMB1,1,13,ITGB8,0.704,BSG,1,RREB1,0.01,aVb8 complex is enriched in the population
13,LAMA5,0.569,13,ITGB8,0.704,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,LAMB1,1,13,ITGB8,0.704,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,COL1A1,0.178,13,ITGB8,0.704,APOE,0.01,ESRRG,1,aVb8 complex is enriched in the population
13,COL18A1,0.059,13,KDR,0.026,APOE,0.01,ESRRG,1,FLT1 complex is enriched in the population
13,COL18A1,0.059,13,KDR,0.026,BSG,1,RREB1,0.01,FLT1 complex is enriched in the population
13,LAMB1,1,13,PDIA3,1,BSG,1,RREB1,0.01,
13,LAMB1,1,13,PDIA3,1,APOE,0.01,ESRRG,1,
13,COL18A1,0.059,13,PTCH1,0.045,APOE,0.01,ESRRG,1,
13,COL18A1,0.059,13,PTCH1,0.045,BSG,1,RREB1,0.01,
13,LAMB1,1,13,PTPRF,0.321,APOE,0.01,ESRRG,1,
