origin.population,ECM.component,ECM.value,receiving.population,ECM.receptor,receptor.value,target.gene,target.value,TF,TF.value,annotation
8,SRGN,0.505,6,GZMB,0.505,RPL41,0.298,NFAT5,0.145,
4,SRGN,0.505,6,GZMB,0.505,RPL41,0.298,NFAT5,0.145,
1,SRGN,0.505,6,GZMB,0.505,RPL41,0.298,NFAT5,0.145,
2,SRGN,0.505,6,GZMB,0.505,RPL41,0.298,NFAT5,0.145,
3,SRGN,0.505,6,GZMB,0.505,RPL41,0.298,NFAT5,0.145,
1,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
9,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
3,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
8,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
4,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
6,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
2,SRGN,0.505,6,GZMB,0.505,RPLP1,0.081,ZNF408,0.067,
4,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
9,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
8,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
6,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
3,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
1,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
2,SRGN,0.505,6,GZMB,0.505,RPS12,0.106,GTF3A,1,
9,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
6,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
4,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
2,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
1,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
3,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
8,SRGN,0.505,6,GZMB,0.505,RPS27,0.01,ZNF34,0.026,
8,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
6,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
4,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
9,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
2,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
1,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
3,SRGN,0.505,9,GZMB,0.505,B2M,0.813,ELF4,0.308,
6,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
2,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
1,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
4,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
8,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
9,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
3,SRGN,0.505,9,GZMB,0.505,EEF1A1,0.657,ZNF32,0.549,
3,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
4,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
2,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
6,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
1,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
8,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
9,SRGN,0.505,9,GZMB,0.505,GNLY,0.698,SP140,0.435,
6,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
8,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
2,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
4,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
9,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
3,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
1,SRGN,0.505,9,GZMB,0.505,HLA-B,0.313,ELF4,0.308,
2,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
9,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
8,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
6,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
4,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
3,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
1,SRGN,0.505,9,GZMB,0.505,MALAT1,1,ZNF318,0.178,
4,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
2,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
6,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
1,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
9,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
8,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
3,SRGN,0.505,9,GZMB,0.505,MT-CO1,0.116,ZNF460,0.01,
2,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
6,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
8,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
9,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
4,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
3,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
1,SRGN,0.505,9,GZMB,0.505,RPL10,0.303,ZNF787,0.132,
2,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
1,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
8,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
6,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
4,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
3,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
9,SRGN,0.505,9,GZMB,0.505,RPL13,0.01,ZNF580,1,
4,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
6,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
1,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
9,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
2,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
3,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
8,SRGN,0.505,9,GZMB,0.505,RPLP1,0.058,NFAT5,0.661,
